I,K,instance, so_assignment, so_misplace, so_obj, best_assign, worst_assign, best_misplace, worst_misplace, best, worst, mip_gap, time_best, time_worst
40,8,1,0,0,0,0,0,0,7417,0,0,0,0,2.37384e+11
40,8,2,0,0,0,0,0,0,11248,0,0,0,0,4.15898e+10
40,8,3,0,0,0,0,0,0,11293,0,0,0,0,5.34768e+10
40,8,4,0,0,0,0,0,0,5336,0,0,0,0,1.31674e+10
40,8,5,0,0,0,0,0,0,10520,0,0,0,0,8.98796e+10
60,8,1,0,0,0,0,0,0,8308,0,0,0,0,4.36561e+10
60,8,2,0,0,0,0,0,0,12991,0,0,0,0,1.21389e+11
60,8,3,0,0,0,0,0,0,13691,0,0,0,0,1.34367e+11
60,8,4,0,0,0,0,0,0,16701,0,0,0,0,4.30038e+10
60,8,5,0,0,0,0,0,0,13304,0,0,0,0,3.34812e+10
80,8,1,0,0,0,0,0,0,4817,0,0,0,0,4.3444e+09
80,8,2,0,0,0,0,0,0,8161,0,0,0,0,2.25086e+11
80,8,3,0,0,0,0,0,0,13006,0,0,0,0,3.14794e+11
80,8,4,0,0,0,0,0,0,10295,0,0,0,0,1.72453e+11
80,8,5,0,0,0,0,0,0,18608,0,0,0,0,1.89273e+11
100,8,1,0,0,0,0,0,0,19507,0,0,0,0,9.37904e+11
100,8,2,0,0,0,0,0,0,17929,0,0,0,0,2.54658e+11
100,8,3,0,0,0,0,0,0,17534,0,0,0,0,3.96215e+11
100,8,4,0,0,0,0,0,0,19108,0,0,0,0,6.74686e+11
100,8,5,0,0,0,0,0,0,10075,0,0,0,0,1.87353e+10
20,10,1,0,0,0,0,0,0,-5921,0,0,0,0,0
20,10,2,0,0,0,0,0,0,-6041,0,0,0,0,0
20,10,3,0,0,0,0,0,0,-6305,0,0,0,0,0
20,10,4,0,0,0,0,0,0,-4251,0,0,0,0,0
20,10,5,0,0,0,0,0,0,-3361,0,0,0,0,0
40,10,1,0,0,0,0,0,0,-11969,0,0,0,0,0
40,10,2,0,0,0,0,0,0,-11341,0,0,0,0,0
40,10,3,0,0,0,0,0,0,4333,0,0,0,0,1.24516e+12
40,10,4,0,0,0,0,0,0,-9473,0,0,0,0,0
40,10,5,0,0,0,0,0,0,-12044,0,0,0,0,0
60,10,1,0,0,0,0,0,0,-21106,0,0,0,0,0
60,10,2,0,0,0,0,0,0,-17895,0,0,0,0,0
60,10,3,0,0,0,0,0,0,-19458,0,0,0,0,0
60,10,4,0,0,0,0,0,0,-13083,0,0,0,0,0
60,10,5,0,0,0,0,0,0,-17574,0,0,0,0,0
80,10,1,0,0,0,0,0,0,-10090,0,0,0,0,0
80,10,2,0,0,0,0,0,0,-24941,0,0,0,0,0
80,10,3,0,0,0,0,0,0,-23586,0,0,0,0,0
80,10,4,0,0,0,0,0,0,-21746,0,0,0,0,0
80,10,5,0,0,0,0,0,0,-24630,0,0,0,0,0
100,10,1,0,0,0,0,0,0,-26388,0,0,0,0,0
100,10,2,0,0,0,0,0,0,-25196,0,0,0,0,0
100,10,3,0,0,0,0,0,0,-23425,0,0,0,0,0
100,10,4,0,0,0,0,0,0,-23924,0,0,0,0,0
100,10,5,0,0,0,0,0,0,-27824,0,0,0,0,0
20,12,1,0,0,0,0,0,0,-5513,0,0,0,0,0
20,12,2,0,0,0,0,0,0,-7085,0,0,0,0,0
20,12,3,0,0,0,0,0,0,-4490,0,0,0,0,0
20,12,4,0,0,0,0,0,0,-7572,0,0,0,0,0
20,12,5,0,0,0,0,0,0,-6779,0,0,0,0,0
40,12,1,0,0,0,0,0,0,-15838,0,0,0,0,0
40,12,2,0,0,0,0,0,0,-12683,0,0,0,0,0
40,12,3,0,0,0,0,0,0,-15871,0,0,0,0,0
40,12,4,0,0,0,0,0,0,-13512,0,0,0,0,0
40,12,5,0,0,0,0,0,0,-17665,0,0,0,0,0
60,12,1,0,0,0,0,0,0,-21669,0,0,0,0,0
60,12,2,0,0,0,0,0,0,-19010,0,0,0,0,0
60,12,3,0,0,0,0,0,0,-16820,0,0,0,0,0
60,12,4,0,0,0,0,0,0,-22511,0,0,0,0,0
60,12,5,0,0,0,0,0,0,-22292,0,0,0,0,0
80,12,1,0,0,0,0,0,0,-27192,0,0,0,0,0
80,12,2,0,0,0,0,0,0,-30842,0,0,0,0,0
80,12,3,0,0,0,0,0,0,-22238,0,0,0,0,0
80,12,4,0,0,0,0,0,0,-34131,0,0,0,0,0
80,12,5,0,0,0,0,0,0,-16201,0,0,0,0,0
100,12,1,0,0,0,0,0,0,-34268,0,0,0,0,0
100,12,2,0,0,0,0,0,0,-34785,0,0,0,0,0
