I,K,instance, so_assignment, so_misplace, so_obj, best_assign, worst_assign, best_misplace, worst_misplace, best, worst, mip_gap, time_best, time_worst
20,12,1,185015,890,217945,185015,226559,890,0,217945,-423730,0.220877,3.80E+07,3.60E+12
20,12,2,253736,1292,265364,253736,302321,1292,0,265364,-361118,0.0352655,5.04E+07,3.60E+12
20,12,3,211330,665,229950,211330,232862,665,0,229950,-356523,0.277062,4.41E+07,3.60E+12
20,12,4,241242,914,298824,241242,249866,914,0,298824,-726588,0.182344,4.82E+07,3.60E+12
20,12,5,200304,1718,202022,202524,229140,1318,0,203842,-234698,0.00658719,5.99E+07,3.60E+12
40,12,1,487107,2729,612641,487107,559931,2729,0,612641,-1.27E+06,0.168958,5.77E+07,3.60E+12
40,12,2,352192,1972,468540,352192,383189,1972,0,468540,-1.12E+06,0.151943,5.85E+07,3.60E+12
40,12,3,470954,3332,684202,470954,471612,3332,0,684258,-1.49E+06,0.0910502,2.57E+07,3.60E+12
40,12,4,398848,2506,561738,398848,458466,2506,0,561738,-1.33E+06,0.149806,5.53E+07,3.60E+12
40,12,5,548554,2430,611734,548595,558340,2430,0,611734,-1.02E+06,0.104719,5.12E+07,3.60E+12
60,12,1,701200,3725,734725,701200,763523,3725,0,734725,-947430,0.0476774,8.97E+07,3.60E+12
60,12,2,740984,2536,763808,740984,741313,2536,0,763808,-912382,0.0512055,7.20E+07,3.60E+12
60,12,3,567454,2698,632206,567454,623947,2698,0,632206,-1.02E+06,0.11352,6.42E+07,3.60E+12
60,12,4,656309,3935,679919,656347,663584,3935,0,679919,-798122,0.0289655,7.47E+07,3.60E+12
60,12,5,779236,4032,924388,779303,786011,4032,0,924388,-1.59E+06,0.127858,6.30E+07,3.60E+12
80,12,1,898269,4941,992148,898269,987991,4941,0,992148,-1.48E+06,0.0976252,1.03E+08,3.60E+12
80,12,2,723093,4879,976801,723093,798163,4879,0,976801,-2.39E+06,0.0934439,9.20E+07,3.60E+12
80,12,3,809157,3200,959557,809161,901540,3200,0,959557,-1.93E+06,0.265245,8.37E+07,3.60E+12
80,12,4,986835,6149,1.37E+06,986871,1.01E+06,6149,0,1.37E+06,-3.12E+06,0.13943,1.12E+08,3.60E+12
80,12,5,781339,2673,971122,781339,913029,2673,0,971122,-2.05E+06,0.4101,9.48E+07,3.60E+12
100,12,1,1.01E+06,6038,1.42E+06,1.01E+06,1.10E+06,6038,0,1.42E+06,-3.38E+06,0.164633,1.27E+08,3.60E+12
100,12,2,1.07E+06,5638,1.47E+06,1.07E+06,1.14E+06,5638,0,1.47E+06,-3.60E+06,0.209444,1.13E+08,3.60E+12
100,12,3,1.13E+06,6030,1.15E+06,1.14E+06,1.29E+06,4918,0,1.15E+06,-1.38E+06,0.0247293,2.45E+08,3.60E+12
100,12,4,900706,3714,974986,900706,1.14E+06,3714,0,974986,-1.62E+06,0.15037,1.22E+08,3.60E+12
100,12,5,1.19E+06,6376,1.24E+06,1.19E+06,1.32E+06,6376,0,1.24E+06,-1.61E+06,0.032063,1.43E+08,3.60E+12
20,14,1,297926,1323,312479,297926,312114,1323,0,312479,-407048,0.029456,5.52E+07,3.60E+12
20,14,2,296747,1531,348801,296747,297713,1531,0,348801,-612518,0.0627247,5.22E+07,3.60E+12
20,14,3,266394,1400,326594,266394,297096,1400,0,326594,-666618,0.0994228,5.57E+07,3.61E+12
20,14,4,242314,821,255450,242314,272007,821,0,255450,-367996,0.145132,5.89E+07,3.61E+12
20,14,5,279893,1027,304541,279893,300389,1027,0,304541,-475218,0.12944,5.64E+07,3.61E+12
40,14,1,553343,2331,665231,553343,580400,2331,0,665231,-1.40E+06,0.118041,5.78E+07,3.61E+12
40,14,2,509590,2228,658866,509590,568944,2228,0,658866,-1.71E+06,0.149023,6.99E+07,3.60E+12
40,14,3,559075,2753,611382,559075,580607,2753,0,611382,-918766,0.0666046,7.00E+07,3.61E+12
40,14,4,493205,1863,523013,493205,544632,1863,0,523013,-788366,0.0954886,7.06E+07,3.60E+12
40,14,5,680367,3857,896359,680367,682376,3857,0,896359,-1.91E+06,0.0838948,7.38E+07,3.60E+12
60,14,1,717343,5407,982286,717343,736000,5407,0,982286,-2.17E+06,0.105837,9.56E+07,3.60E+12
60,14,2,803198,4597,849168,803198,904702,4597,0,849168,-1.17E+06,0.0362353,1.23E+08,3.60E+12
60,14,3,913656,5625,919281,913727,923880,5625,0,919281,-953504,0.00403774,1.10E+08,3.60E+12
60,14,4,864431,3453,1.06E+06,864431,904151,3453,0,1.06E+06,-2.55E+06,0.123174,1.00E+08,3.60E+12
60,14,5,702068,3377,887803,702068,849242,3377,0,887803,-1.99E+06,0.163214,9.52E+07,3.60E+12
80,14,1,977896,4878,1.05E+06,977896,1.13E+06,4878,0,1.05E+06,-1.62E+06,0.070209,1.65E+08,3.60E+12
80,14,2,939302,5219,1.06E+06,939302,1.05E+06,5219,0,1.06E+06,-1.84E+06,0.0700033,1.50E+08,3.60E+12
80,14,3,944768,6464,990016,944768,953980,6464,0,990016,-1.20E+06,0.0248622,1.49E+08,3.60E+12
80,14,4,909736,5815,967886,916116,1.06E+06,5235,0,968466,-1.34E+06,0.03088,1.48E+08,3.60E+12
80,14,5,1.32E+06,6849,1.36E+06,1.32E+06,1.35E+06,6849,0,1.36E+06,-1.60E+06,0.0183773,1.65E+08,3.60E+12
100,14,1,1.43E+06,54058,1.43E+06,1.43E+06,1.54E+06,6064,0,1.43E+06,1.54E+06,0,1.50E+08,1.42E+08
100,14,2,1.36E+06,3441,1.43E+06,1.36E+06,1.37E+06,3441,0,1.43E+06,-1.99E+06,0.20114,1.89E+08,3.60E+12
100,14,3,1.67E+06,7316,1.76E+06,1.67E+06,1.69E+06,7316,0,1.76E+06,-2.34E+06,0.0414524,2.32E+08,3.60E+12
100,14,4,1.22E+06,6620,1.34E+06,1.22E+06,1.50E+06,6620,0,1.34E+06,-2.15E+06,0.088649,1.90E+08,3.60E+12
100,14,5,1.30E+06,5609,1.59E+06,1.30E+06,1.38E+06,5609,0,1.59E+06,-3.39E+06,0.14352,1.45E+08,3.60E+12
20,16,1,292269,1693,349831,292269,333626,1693,0,349831,-657823,0.0687282,6.44E+07,3.60E+12
20,16,2,335188,2154,352420,335188,339238,2154,0,352420,-431074,0.0220473,6.93E+07,3.60E+12
20,16,3,302060,1331,389906,302060,336739,1331,0,389906,-949479,0.112271,5.62E+07,3.60E+12
20,16,4,350482,1968,456754,350482,391952,1968,0,456754,-968218,0.099554,5.88E+07,3.61E+12
20,16,5,294628,1129,328498,294628,325871,1129,0,328498,-584226,0.124575,6.08E+07,3.60E+12
40,16,1,709917,3202,870017,709936,724238,3202,0,870017,-1.91E+06,0.079028,8.60E+07,3.60E+12
40,16,2,769918,3405,1.00E+06,769918,786189,3405,0,1.00E+06,-2.38E+06,0.0946675,2.21E+08,3.60E+12
40,16,3,794878,3546,812608,794914,837708,3546,0,812608,-944710,0.013782,1.01E+08,3.60E+12
40,16,4,656361,2258,697005,656361,723392,2258,0,697005,-1.06E+06,0.0616472,9.64E+07,3.60E+12
40,16,5,467472,3169,565711,467472,506215,3169,0,565711,-1.16E+06,0.113554,9.91E+07,3.60E+12
60,16,1,659606,2132,749150,659606,856920,2132,0,749224,-1.59E+06,0.264181,7.86E+07,3.60E+12
60,16,2,898343,3289,1.02E+06,898343,929552,3289,0,1.02E+06,-1.91E+06,0.146122,1.08E+09,3.60E+12
60,16,3,762739,4054,965439,762739,771201,4054,0,965439,-2.37E+06,0.060855,1.20E+08,3.60E+12
60,16,4,978620,4565,1.15E+06,978620,1.03E+06,4565,0,1.15E+06,-2.28E+06,0.0671913,3.10E+08,3.60E+12
60,16,5,913475,5685,1.19E+06,913475,951563,5685,0,1.19E+06,-2.66E+06,0.0702736,1.67E+08,3.60E+12
80,16,1,1.24E+06,5991,1.44E+06,1.24E+06,1.28E+06,5991,0,1.44E+06,-2.84E+06,0.0913598,1.21E+09,3.60E+12
80,16,2,1.29E+06,6474,1.58E+06,1.29E+06,1.39E+06,6474,0,1.58E+06,-3.33E+06,0.0787898,2.05E+08,3.60E+12
80,16,3,1.22E+06,6777,1.27E+06,1.22E+06,1.41E+06,6442,0,1.27E+06,-1.70E+06,0.0144712,6.04E+08,3.60E+12
80,16,4,1.23E+06,3688,1.32E+06,1.23E+06,-1.24E+06,3688,0,1.32E+06,-2.11E+06,0.152967,2.56E+08,3.60E+12
80,16,5,1.14E+06,6999,1.40E+06,1.14E+06,1.27E+06,6999,0,1.40E+06,-2.86E+06,0.0605924,2.15E+08,3.60E+12
100,16,1,1.59E+06,7445,1.81E+06,1.59E+06,1.67E+06,7445,0,1.81E+06,-3.27E+06,0.0807508,2.85E+08,3.60E+12
100,16,2,1.53E+06,6324,1.74E+06,1.53E+06,1.61E+06,6324,0,1.74E+06,-1.95E+06,0.996489,7.94E+08,3.65E+12
100,16,3,1.99E+06,9598,2.65E+06,1.99E+06,1.99E+06,9598,0,2.65E+06,-6.56E+06,0.082294,9.31E+09,3.60E+12
100,16,4,1.84E+06,11480,2.34E+06,1.84E+06,1.92E+06,11480,0,2.34E+06,-4.85E+06,0.0706403,3.30E+08,3.60E+12
100,16,5,1.40E+06,7537,1.87E+06,1.40E+06,1.57E+06,7537,0,1.87E+06,-4.76E+06,0.0960851,2.93E+08,3.60E+12
